soma_joinid,organism,category,label,ontology_term_id,total_cell_count,unique_cell_count
2335,mus_musculus,cell_type,kidney afferent arteriole endothelial cell,CL:1001096,36,36
2336,mus_musculus,cell_type,kidney efferent arteriole endothelial cell,CL:1001099,242,242
2337,mus_musculus,cell_type,kidney loop of Henle thick ascending limb epithelial cell,CL:1001106,242122,239014
2338,mus_musculus,cell_type,kidney loop of Henle thin ascending limb epithelial cell,CL:1001107,1610,1610
2339,mus_musculus,cell_type,kidney loop of Henle medullary thick ascending limb epithelial cell,CL:1001108,3840,3840
2340,mus_musculus,cell_type,kidney loop of Henle cortical thick ascending limb epithelial cell,CL:1001109,3600,3600
2341,mus_musculus,cell_type,kidney loop of Henle thin descending limb epithelial cell,CL:1001111,372,372
2342,mus_musculus,cell_type,vasa recta descending limb cell,CL:1001285,167,167
2343,mus_musculus,cell_type,bladder cell,CL:1001319,12045,4015
2344,mus_musculus,cell_type,bladder urothelial cell,CL:1001428,23892,7964
2345,mus_musculus,cell_type,urethra urothelial cell,CL:1001430,31714,8802
2346,mus_musculus,cell_type,kidney collecting duct principal cell,CL:1001431,74514,68828
2347,mus_musculus,cell_type,kidney collecting duct intercalated cell,CL:1001432,17943,17075
2348,mus_musculus,cell_type,sensory neuron of dorsal root ganglion,CL:1001451,369404,130361
2349,mus_musculus,cell_type,medium spiny neuron,CL:1001474,10156,9950
2350,mus_musculus,cell_type,intestinal enteroendocrine cell,CL:1001516,1608,536
2351,mus_musculus,cell_type,lung endothelial cell,CL:1001567,15924,5308
2352,mus_musculus,cell_type,seminal vesicle glandular cell,CL:1001597,16376,3955
2353,mus_musculus,cell_type,cerebral cortex endothelial cell,CL:1001602,45537,15179
2354,mus_musculus,cell_type,lung macrophage,CL:1001603,3498,1166
2355,mus_musculus,cell_type,muscle fibroblast,CL:1001609,6768,6768
2356,mus_musculus,cell_type,pituitary gland cell,CL:2000004,24012,8490
2357,mus_musculus,cell_type,microvascular endothelial cell,CL:2000008,29423,12472
2358,mus_musculus,cell_type,endothelial cell of coronary artery,CL:2000018,17961,5987
2359,mus_musculus,cell_type,hypothalamus cell,CL:2000030,203967,67989
2360,mus_musculus,cell_type,peripheral nervous system neuron,CL:2000032,154707,51569
2361,mus_musculus,cell_type,brain pericyte,CL:2000043,12303,4101
2362,mus_musculus,cell_type,prostate gland microvascular endothelial cell,CL:2000059,2832,2182
2363,mus_musculus,cell_type,ovarian surface epithelial cell,CL:2000064,2062,1031
2364,mus_musculus,cell_type,anterior visceral endoderm cell,CL:2000075,2078,2078
2365,mus_musculus,cell_type,conjunctiva goblet cell,CL:2000084,3732,1244
2366,mus_musculus,cell_type,midbrain dopaminergic neuron,CL:2000097,91325,91325
2367,mus_musculus,cell_type,lamp5 GABAergic cortical interneuron,CL:4023011,53205,52830
2368,mus_musculus,cell_type,corticothalamic-projecting glutamatergic cortical neuron,CL:4023013,23650,23644
2369,mus_musculus,cell_type,sncg GABAergic cortical interneuron,CL:4023015,16765,16629
2370,mus_musculus,cell_type,VIP GABAergic cortical interneuron,CL:4023016,56165,55571
2371,mus_musculus,cell_type,sst GABAergic cortical interneuron,CL:4023017,61468,61058
2372,mus_musculus,cell_type,pvalb GABAergic cortical interneuron,CL:4023018,47637,47109
2373,mus_musculus,cell_type,L6b glutamatergic cortical neuron,CL:4023038,38429,37962
2374,mus_musculus,cell_type,L2/3-6 intratelencephalic projecting glutamatergic neuron,CL:4023040,198970,198449
2375,mus_musculus,cell_type,L5 extratelencephalic projecting glutamatergic cortical neuron,CL:4023041,40829,40816
2376,mus_musculus,cell_type,L6 corticothalamic-projecting glutamatergic cortical neuron,CL:4023042,177726,176719
2377,mus_musculus,cell_type,L5/6 near-projecting glutamatergic neuron of the primary motor cortex,CL:4023043,38885,38609
2378,mus_musculus,cell_type,L2/3 intratelencephalic projecting glutamatergic neuron of the primary motor cortex,CL:4023047,13955,13955
2379,mus_musculus,cell_type,L4/5 intratelencephalic projecting glutamatergic neuron of the primary motor cortex,CL:4023048,348754,347109
2380,mus_musculus,cell_type,L6 intratelencephalic projecting glutamatergic neuron of the primary motor cortex,CL:4023050,84244,83902
2381,mus_musculus,cell_type,vascular leptomeningeal cell,CL:4023051,8175,8175
2382,mus_musculus,cell_type,vascular leptomeningeal cell (Mmus),CL:4023056,272,268
2383,mus_musculus,cell_type,committed oligodendrocyte precursor,CL:4023059,5595,1865
2384,mus_musculus,cell_type,meis2 expressing cortical GABAergic cell,CL:4023065,152,150
2385,mus_musculus,cell_type,thalamic excitatory neuron,CL:4023068,245364,81788
2386,mus_musculus,cell_type,brain vascular cell,CL:4023072,166,166
2387,mus_musculus,cell_type,cochlea auditory hair cell,CL:4023120,1875,625
2388,mus_musculus,cell_type,sst chodl GABAergic cortical interneuron,CL:4023121,2243,2226
2389,mus_musculus,cell_type,unipolar brush cell,CL:4023161,1208,1208
2390,mus_musculus,cell_type,trigeminal neuron,CL:4023169,40724,26667
2391,mus_musculus,cell_type,hypendymal cell,CL:4023181,2389,2389
2392,mus_musculus,cell_type,alveolar capillary type 1 endothelial cell,CL:4028002,46217,46217
2393,mus_musculus,cell_type,alveolar capillary type 2 endothelial cell,CL:4028003,4816,4816
2394,mus_musculus,cell_type,alveolar type 1 fibroblast cell,CL:4028004,21964,21964
2395,mus_musculus,cell_type,alveolar adventitial fibroblast,CL:4028006,2796,2796
2396,mus_musculus,cell_type,fallopian tube secretory epithelial cell,CL:4030006,2972,2972
2397,mus_musculus,cell_type,fallopian tube multiciliated epithelial cell,CL:4030007,1272,1272
2398,mus_musculus,cell_type,epithelial cell of proximal tubule segment 1,CL:4030009,25421,25421
2399,mus_musculus,cell_type,epithelial cell of proximal tubule segment 2,CL:4030010,15905,15905
2400,mus_musculus,cell_type,epithelial cell of proximal tubule segment 3,CL:4030011,18192,18192
2401,mus_musculus,cell_type,GABAergic amacrine cell,CL:4030027,59327,29667
2402,mus_musculus,cell_type,glycinergic amacrine cell,CL:4030028,19737,9869
2403,mus_musculus,cell_type,valve interstitial cell,CL:4030032,1876,1876
2404,mus_musculus,cell_type,valve endothelial cell,CL:4030033,718,718
2405,mus_musculus,cell_type,L2/3 intratelencephalic projecting glutamatergic neuron,CL:4030059,55831,55831
2406,mus_musculus,cell_type,L4/5 intratelencephalic projecting glutamatergic neuron,CL:4030062,43558,43558
2407,mus_musculus,cell_type,L5 intratelencephalic projecting glutamatergic neuron,CL:4030064,32230,32230
2408,mus_musculus,cell_type,L6 intratelencephalic projecting glutamatergic neuron,CL:4030065,7873,7873
2409,mus_musculus,cell_type,ureteric bud cell,CL:4030066,13975,7724
2410,mus_musculus,cell_type,L5/6 near-projecting glutamatergic neuron,CL:4030067,9728,9728
2411,mus_musculus,cell_type,lung interstitial macrophage,CL:4033043,890,890
2412,mus_musculus,cell_type,small bistratified retinal ganglion cell,CL:4033053,2266,1133
2413,mus_musculus,cell_type,perivascular cell,CL:4033054,3491,3491
2414,mus_musculus,cell_type,onychocyte,CL:4033056,5,5
2415,mus_musculus,cell_type,luminal adaptive secretory precursor cell of mammary gland,CL:4033057,9952,9952
2416,mus_musculus,cell_type,luminal hormone-sensing cell of mammary gland,CL:4033058,23641,23641
2417,mus_musculus,cell_type,cycling T cell,CL:4033069,1226,1226
2418,mus_musculus,cell_type,migratory dendtritic cell,CL:4047054,188,188
2419,mus_musculus,cell_type,pre-theca cell,CL:4052010,876,0
2420,mus_musculus,cell_type,myotendinous junction nucleus,CL:4052024,3418,1703
2421,mus_musculus,cell_type,neuromuscular junction nucleus,CL:4052025,1360,696
2422,mus_musculus,cell_type,type IIx muscle cell,CL:4052026,13034,6643
2423,mus_musculus,cell_type,adventitial fibroblast,CL:4052030,6160,6160
2424,mus_musculus,cell_type,unknown,unknown,122096,121061
2425,mus_musculus,disease,lesion of sciatic nerve,MONDO:0001543,62212,31106
2426,mus_musculus,disease,endocrine pancreas disorder,MONDO:0001933,27527,27527
2427,mus_musculus,disease,lymphadenitis,MONDO:0002052,1373,1373
2428,mus_musculus,disease,autosomal dominant polycystic kidney disease,MONDO:0004691,501021,501021
2429,mus_musculus,disease,diabetic kidney disease,MONDO:0005016,613317,613317
2430,mus_musculus,disease,myocardial infarction,MONDO:0005068,98446,98446
2431,mus_musculus,disease,neoplasm,MONDO:0005070,6739,6739
2432,mus_musculus,disease,type 1 diabetes mellitus,MONDO:0005147,39932,39932
2433,mus_musculus,disease,type 2 diabetes mellitus,MONDO:0005148,99747,99747
2434,mus_musculus,disease,peripheral neuropathy,MONDO:0005244,173478,168506
2435,mus_musculus,disease,influenza,MONDO:0005812,111920,111920
2436,mus_musculus,disease,epidermolysis bullosa,MONDO:0006541,9819,5199
2437,mus_musculus,disease,toxin-mediated infectious botulism,MONDO:0016468,9671,9671
2438,mus_musculus,disease,glioblastoma,MONDO:0018177,94181,94181
2439,mus_musculus,disease,neuromuscular junction disease,MONDO:0020124,12514,12514
2440,mus_musculus,disease,injury,MONDO:0021178,4248,4248
2441,mus_musculus,disease,"peripheral neuropathy, non-human animal",MONDO:1010239,127683,0
2442,mus_musculus,disease,normal,PATO:0000461,44305299,19204324
2443,mus_musculus,self_reported_ethnicity,na,na,46299127,21029771
2444,mus_musculus,sex,female,PATO:0000383,21411192,8463836
2445,mus_musculus,sex,male,PATO:0000384,23536907,11354381
2446,mus_musculus,sex,unknown,unknown,1351028,1211554
2447,mus_musculus,suspension_type,cell,na,46299127,21029771
2448,mus_musculus,tissue,islet of Langerhans,UBERON:0000006,271246,264235
2449,mus_musculus,tissue,dorsal root ganglion,UBERON:0000044,404687,191798
2450,mus_musculus,tissue,urethra,UBERON:0000057,80090,24700
2451,mus_musculus,tissue,large intestine,UBERON:0000059,30594,10198
2452,mus_musculus,tissue,renal glomerulus,UBERON:0000074,3011,3011
2453,mus_musculus,tissue,mesonephros,UBERON:0000080,19963,14803
2454,mus_musculus,tissue,blood,UBERON:0000178,90833,90833
2455,mus_musculus,tissue,renal medulla,UBERON:0000362,3011,3011
2456,mus_musculus,tissue,visual cortex,UBERON:0000411,236082,236082
2457,mus_musculus,tissue,subdural space,UBERON:0000416,82,82
2458,mus_musculus,tissue,prefrontal cortex,UBERON:0000451,1472,1472
2459,mus_musculus,tissue,testis,UBERON:0000473,1326,1326
2460,mus_musculus,tissue,embryo,UBERON:0000922,34857836,11975022
2461,mus_musculus,tissue,mesoderm,UBERON:0000926,139,139
2462,mus_musculus,tissue,aorta,UBERON:0000947,2718,906
2463,mus_musculus,tissue,heart,UBERON:0000948,144063,107499
2464,mus_musculus,tissue,brain,UBERON:0000955,248521,207189
2465,mus_musculus,tissue,cerebral cortex,UBERON:0000956,352271,352271
2466,mus_musculus,tissue,retina,UBERON:0000966,600032,330784
2467,mus_musculus,tissue,gonad,UBERON:0000991,135112,87795
2468,mus_musculus,tissue,ovary,UBERON:0000992,35701,17408
2469,mus_musculus,tissue,oviduct,UBERON:0000993,5440,5440
2470,mus_musculus,tissue,adipose tissue,UBERON:0001013,20331,6777
2471,mus_musculus,tissue,skin of back,UBERON:0001068,7395,7395
2472,mus_musculus,tissue,diaphragm,UBERON:0001103,5574,1858
2473,mus_musculus,tissue,caecum,UBERON:0001153,6517,3509
2474,mus_musculus,tissue,colon,UBERON:0001155,39936,39936
2475,mus_musculus,tissue,cortex of kidney,UBERON:0001225,13060,13060
2476,mus_musculus,tissue,lamina propria of small intestine,UBERON:0001238,3979,2337
2477,mus_musculus,tissue,pancreas,UBERON:0001264,98383,79213
2478,mus_musculus,tissue,outer medulla of kidney,UBERON:0001293,2695,2695
2479,mus_musculus,tissue,inner medulla of kidney,UBERON:0001294,863,863
2480,mus_musculus,tissue,brown adipose tissue,UBERON:0001348,6669,2223
2481,mus_musculus,tissue,primary motor cortex,UBERON:0001384,1086348,530134
2482,mus_musculus,tissue,gastrocnemius,UBERON:0001388,70344,25939
2483,mus_musculus,tissue,auditory cortex,UBERON:0001393,72549,72549
2484,mus_musculus,tissue,inguinal lymph node,UBERON:0001542,893,893
2485,mus_musculus,tissue,trigeminal ganglion,UBERON:0001675,98715,84658
2486,mus_musculus,tissue,tongue,UBERON:0001723,73245,24415
2487,mus_musculus,tissue,gingiva,UBERON:0001828,12118,12118
2488,mus_musculus,tissue,frontal cortex,UBERON:0001870,18094,9668
2489,mus_musculus,tissue,diencephalon,UBERON:0001894,289775,249071
2490,mus_musculus,tissue,hypothalamus,UBERON:0001898,384925,384925
2491,mus_musculus,tissue,mammary gland,UBERON:0001911,269637,238483
2492,mus_musculus,tissue,claustrum of brain,UBERON:0002023,1,1
2493,mus_musculus,tissue,cerebellum,UBERON:0002037,723345,723345
2494,mus_musculus,tissue,lung,UBERON:0002048,197004,137488
2495,mus_musculus,tissue,skin of body,UBERON:0002097,67096,48468
2496,mus_musculus,tissue,forelimb,UBERON:0002102,164391,164391
2497,mus_musculus,tissue,hindlimb,UBERON:0002103,50676,50676
2498,mus_musculus,tissue,spleen,UBERON:0002106,130166,51062
2499,mus_musculus,tissue,liver,UBERON:0002107,46660,26354
2500,mus_musculus,tissue,small intestine,UBERON:0002108,19847,19847
2501,mus_musculus,tissue,kidney,UBERON:0002113,2408707,2361747
2502,mus_musculus,tissue,middle lobe of right lung,UBERON:0002174,123154,123154
2503,mus_musculus,tissue,subcutaneous adipose tissue,UBERON:0002190,11265,3755
2504,mus_musculus,tissue,cerebellar hemisphere,UBERON:0002245,2971,2971
2505,mus_musculus,tissue,dura mater,UBERON:0002363,42540,42540
2506,mus_musculus,tissue,prostate gland,UBERON:0002367,130135,37715
2507,mus_musculus,tissue,thymus,UBERON:0002370,161384,105332
2508,mus_musculus,tissue,bone marrow,UBERON:0002371,199699,90225
2509,mus_musculus,tissue,hippocampal formation,UBERON:0002421,89099,89099
2510,mus_musculus,tissue,primary visual cortex,UBERON:0002436,60962,47108
2511,mus_musculus,tissue,coronal suture,UBERON:0002489,15127,15127
2512,mus_musculus,tissue,mesenteric lymph node,UBERON:0002509,8454,4371
2513,mus_musculus,tissue,entorhinal cortex,UBERON:0002728,62216,62216
2514,mus_musculus,tissue,optic cup,UBERON:0003072,146,146
2515,mus_musculus,tissue,trachea,UBERON:0003126,33408,11136
2516,mus_musculus,tissue,gonadal fat pad,UBERON:0003428,10218,3406
2517,mus_musculus,tissue,small intestine Peyer's patch,UBERON:0003454,1184,614
2518,mus_musculus,tissue,brain gray matter,UBERON:0003528,6670,6670
2519,mus_musculus,tissue,brain white matter,UBERON:0003544,14982,14982
2520,mus_musculus,tissue,brain meninx,UBERON:0003547,2344,2344
2521,mus_musculus,tissue,limb muscle,UBERON:0003661,98166,32722
2522,mus_musculus,tissue,hindlimb muscle,UBERON:0003663,96529,96529
2523,mus_musculus,tissue,peripheral lymph node,UBERON:0003968,5625,5625
2524,mus_musculus,tissue,skeletal muscle tissue of tibialis anterior,UBERON:0004499,133807,76749
2525,mus_musculus,tissue,gonad primordium,UBERON:0005564,399,399
2526,mus_musculus,tissue,medial entorhinal cortex,UBERON:0007224,1564,1564
2527,mus_musculus,tissue,lateral entorhinal cortex,UBERON:0007225,1594,1594
2528,mus_musculus,tissue,primary somatosensory cortex,UBERON:0008933,86715,86715
2529,mus_musculus,tissue,secondary somatosensory cortex,UBERON:0008934,1866,1866
2530,mus_musculus,tissue,anterior cingulate cortex,UBERON:0009835,63318,63318
2531,mus_musculus,tissue,bladder lumen,UBERON:0009958,34131,11377
2532,mus_musculus,tissue,inguinal fat pad,UBERON:0010410,172690,91252
2533,mus_musculus,tissue,epididymal fat pad,UBERON:0010412,140054,71780
2534,mus_musculus,tissue,barrel cortex,UBERON:0010415,12330,12330
2535,mus_musculus,tissue,meningeal dura mater,UBERON:0010506,22652,22652
2536,mus_musculus,tissue,retrosplenial region,UBERON:0013531,2055,2055
2537,mus_musculus,tissue,retrosplenial granular cortex,UBERON:0014918,65710,65710
2538,mus_musculus,tissue,mesenteric fat pad,UBERON:0015143,9042,3014
2539,mus_musculus,tissue,autopod skin,UBERON:0015790,18488,9816
2540,mus_musculus,tissue,frontal lobe,UBERON:0016525,34331,34331
2541,mus_musculus,tissue,parietal cortex,UBERON:0016530,47094,47094
2542,mus_musculus,tissue,temporal cortex,UBERON:0016538,61332,61332
2543,mus_musculus,tissue,periovarian fat pad,UBERON:0018131,69264,34689
2544,mus_musculus,tissue,medial orbital frontal cortex,UBERON:0022352,72454,72454
2545,mus_musculus,tissue,subicular complex,UBERON:0023787,54666,54666
2546,mus_musculus,tissue,agranular insular cortex,UBERON:0034893,53956,53956
2547,mus_musculus,tissue,posterior parietal association areas,UBERON:0035886,28873,28873
2548,mus_musculus,tissue,lateral visual area,UBERON:0035895,18814,18814
2549,mus_musculus,tissue,gustatory cortex,UBERON:8440075,1482,1482
2550,mus_musculus,tissue_general,lymph node,UBERON:0000029,14972,10889
2551,mus_musculus,tissue_general,urethra,UBERON:0000057,80090,24700
2552,mus_musculus,tissue_general,large intestine,UBERON:0000059,30594,10198
2553,mus_musculus,tissue_general,blood,UBERON:0000178,90833,90833
2554,mus_musculus,tissue_general,mucosa,UBERON:0000344,12118,12118
2555,mus_musculus,tissue_general,testis,UBERON:0000473,1326,1326
2556,mus_musculus,tissue_general,embryo,UBERON:0000922,34857975,11975161
2557,mus_musculus,tissue_general,heart,UBERON:0000948,144063,107499
2558,mus_musculus,tissue_general,brain,UBERON:0000955,4260781,3600251
2559,mus_musculus,tissue_general,eye,UBERON:0000970,600032,330784
2560,mus_musculus,tissue_general,reproductive system,UBERON:0000990,140951,93634
2561,mus_musculus,tissue_general,ovary,UBERON:0000992,35701,17408
2562,mus_musculus,tissue_general,respiratory system,UBERON:0001004,33408,11136
2563,mus_musculus,tissue_general,adipose tissue,UBERON:0001013,439533,216896
2564,mus_musculus,tissue_general,musculature,UBERON:0001015,404420,233797
2565,mus_musculus,tissue_general,nervous system,UBERON:0001016,503402,276456
2566,mus_musculus,tissue_general,central nervous system,UBERON:0001017,65274,65274
2567,mus_musculus,tissue_general,colon,UBERON:0001155,46453,43445
2568,mus_musculus,tissue_general,urinary bladder,UBERON:0001255,34131,11377
2569,mus_musculus,tissue_general,pancreas,UBERON:0001264,369629,343448
2570,mus_musculus,tissue_general,skeletal system,UBERON:0001434,15127,15127
2571,mus_musculus,tissue_general,tongue,UBERON:0001723,73245,24415
2572,mus_musculus,tissue_general,lung,UBERON:0002048,320158,260642
2573,mus_musculus,tissue_general,vasculature,UBERON:0002049,2718,906
2574,mus_musculus,tissue_general,skin of body,UBERON:0002097,92979,65679
2575,mus_musculus,tissue_general,forelimb,UBERON:0002102,164391,164391
