set_label,rank,gene_symbol,gene_name,gene_type,relevance_score,knowledge_score,duplicate_symbol,mapped_to_ctd_background
primary_anywhere,16135,SNORD108,"Small Nucleolar RNA, C/D Box 108",RNA Gene,16.6,53,False,False
primary_anywhere,16136,COXFA4P3,COXFA4 Pseudogene 3,Pseudogene,16.6,31,False,False
primary_anywhere,16137,UBE2I-AS1,UBE2I Antisense RNA 1,RNA Gene,16.6,48,False,False
primary_anywhere,16138,MIR4515,MicroRNA 4515,RNA Gene,16.5,54,False,False
primary_anywhere,16139,SLC1A2-AS1,SLC1A2 Antisense RNA 1,RNA Gene,16.5,43,False,False
primary_anywhere,16140,ENSG00000235772,Novel Transcript,RNA Gene,16.5,42,False,False
primary_anywhere,16141,PIR-38736-014,,RNA Gene,16.5,23,False,False
primary_anywhere,16142,COXFA4L3,Cytochrome C Oxidase Associated Subunit FA4L3,Protein Coding,16.5,49,False,True
primary_anywhere,16143,LINC02941,Long Intergenic Non-Protein Coding RNA 2941,RNA Gene,16.5,46,False,False
primary_anywhere,16144,HSALNG0084560,,RNA Gene,16.5,23,False,False
primary_anywhere,16145,NONHSAG016591.2,,RNA Gene,16.5,22,False,False
primary_anywhere,16146,LOC105377989,Uncharacterized LOC105377989,RNA Gene,16.5,21,False,False
primary_anywhere,16147,LINC02327,Long Intergenic Non-Protein Coding RNA 2327,RNA Gene,16.5,48,False,False
primary_anywhere,16148,TGFB3-AS1,TGFB3 Antisense RNA 1,RNA Gene,16.5,44,False,False
primary_anywhere,16149,HSALNG0084559,,RNA Gene,16.5,23,False,False
primary_anywhere,16150,PIR-32940,,RNA Gene,16.5,23,False,False
primary_anywhere,16151,SNORD115-11,"Small Nucleolar RNA, C/D Box 115-11",RNA Gene,16.5,54,False,False
primary_anywhere,16152,SNORD115-12,"Small Nucleolar RNA, C/D Box 115-12",RNA Gene,16.5,54,False,False
primary_anywhere,16153,SNORD115-16,"Small Nucleolar RNA, C/D Box 115-16",RNA Gene,16.5,54,False,False
primary_anywhere,16154,SNORD115-25,"Small Nucleolar RNA, C/D Box 115-25",RNA Gene,16.5,54,False,False
primary_anywhere,16155,SNORD115-29,"Small Nucleolar RNA, C/D Box 115-29",RNA Gene,16.5,54,False,False
primary_anywhere,16156,SNORD115-3,"Small Nucleolar RNA, C/D Box 115-3",RNA Gene,16.5,54,False,False
primary_anywhere,16157,SNORD115-17,"Small Nucleolar RNA, C/D Box 115-17",RNA Gene,16.5,53,False,False
primary_anywhere,16158,SNORD115-18,"Small Nucleolar RNA, C/D Box 115-18",RNA Gene,16.5,53,False,False
primary_anywhere,16159,SNORD115-19,"Small Nucleolar RNA, C/D Box 115-19",RNA Gene,16.5,53,False,False
primary_anywhere,16160,SNORD115-23,"Small Nucleolar RNA, C/D Box 115-23",RNA Gene,16.5,53,False,False
primary_anywhere,16161,SNORD115-30,"Small Nucleolar RNA, C/D Box 115-30",RNA Gene,16.5,53,False,False
primary_anywhere,16162,SNORD115-31,"Small Nucleolar RNA, C/D Box 115-31",RNA Gene,16.5,53,False,False
primary_anywhere,16163,SNORD115-33,"Small Nucleolar RNA, C/D Box 115-33",RNA Gene,16.5,53,False,False
primary_anywhere,16164,SNORD115-34,"Small Nucleolar RNA, C/D Box 115-34",RNA Gene,16.5,53,False,False
primary_anywhere,16165,SNORD115-35,"Small Nucleolar RNA, C/D Box 115-35",RNA Gene,16.5,53,False,False
primary_anywhere,16166,SNORD115-37,"Small Nucleolar RNA, C/D Box 115-37",RNA Gene,16.5,53,False,False
primary_anywhere,16167,SNORD115-39,"Small Nucleolar RNA, C/D Box 115-39",RNA Gene,16.5,53,False,False
primary_anywhere,16168,SNORD115-40,"Small Nucleolar RNA, C/D Box 115-40",RNA Gene,16.5,53,False,False
primary_anywhere,16169,SNORD115-13,"Small Nucleolar RNA, C/D Box 115-13",RNA Gene,16.5,52,False,False
primary_anywhere,16170,SNORD115-36,"Small Nucleolar RNA, C/D Box 115-36",RNA Gene,16.5,52,False,False
primary_anywhere,16171,SNORD115-20,"Small Nucleolar RNA, C/D Box 115-20",RNA Gene,16.5,51,False,False
primary_anywhere,16172,SNORD115-21,"Small Nucleolar RNA, C/D Box 115-21",RNA Gene,16.5,51,False,False
primary_anywhere,16173,SNORD115-26,"Small Nucleolar RNA, C/D Box 115-26",RNA Gene,16.5,51,False,False
primary_anywhere,16174,LNC-PEAK1-1,,RNA Gene,16.5,36,False,False
primary_anywhere,16175,LNC-SCN2A-9-001,,RNA Gene,16.5,27,False,False
primary_anywhere,16176,RF00017-8684,,RNA Gene,16.5,23,False,False
primary_anywhere,16177,HSALNG0107389,,RNA Gene,16.5,21,False,False
primary_anywhere,16178,HSALNG0085582,,RNA Gene,16.5,18,False,False
primary_anywhere,16179,MN309280,,RNA Gene,16.5,16,False,False
primary_anywhere,16180,LINC00529,Long Intergenic Non-Protein Coding RNA 529,RNA Gene,16.5,51,False,False
primary_anywhere,16181,CHCHD1,Coiled-Coil-Helix-Coiled-Coil-Helix Domain Containing 1,Protein Coding,16.5,60,False,False
primary_anywhere,16182,SYMPK-AS1,SYMPK Antisense RNA 1,RNA Gene,16.5,43,False,False
primary_anywhere,16183,ENSG00000256967,Novel Transcript,RNA Gene,16.5,43,False,False
primary_anywhere,16184,P3R3URF-PIK3R3,P3R3URF-PIK3R3 Readthrough,Protein Coding,16.5,37,False,False
primary_anywhere,16185,RPL7P45,Ribosomal Protein L7 Pseudogene 45,Pseudogene,16.5,37,False,False
primary_anywhere,16186,LINC02021,Long Intergenic Non-Protein Coding RNA 2021,RNA Gene,16.5,49,False,False
primary_anywhere,16187,LINC01979,Long Intergenic Non-Protein Coding RNA 1979,RNA Gene,16.5,49,False,False
primary_anywhere,16188,KANTR,KANTR Integral Membrane Protein,Protein Coding,16.5,30,False,False
primary_anywhere,16189,LNC-MAP3K14-3-002,,RNA Gene,16.5,28,False,False
primary_anywhere,16190,CM034952-066,,RNA Gene,16.5,23,False,False
primary_anywhere,16191,RF00017-10559,,RNA Gene,16.5,22,False,False
primary_anywhere,16192,PIR-48010,,RNA Gene,16.5,22,False,False
primary_anywhere,16193,PIR-61607,,RNA Gene,16.5,21,False,False
primary_anywhere,16194,RF00017-10534,,RNA Gene,16.5,17,False,False
primary_anywhere,16195,MIR2909,MicroRNA 2909,RNA Gene,16.5,52,False,False
primary_anywhere,16196,ENSG00000254678,Chromosome 18 Open Reading Frame 12 (C18orf12) Pseudogene,Pseudogene,16.5,20,False,False
primary_anywhere,16197,TMEM254,Transmembrane Protein 254,Protein Coding,16.5,48,False,False
primary_anywhere,16198,LINC01786,Long Intergenic Non-Protein Coding RNA 1786,RNA Gene,16.5,53,False,False
primary_anywhere,16199,LINC01619,Long Intergenic Non-Protein Coding RNA 1619,RNA Gene,16.5,51,False,False
primary_anywhere,16200,ENSG00000259605,"Novel Transcript, Antisense To SIX5",RNA Gene,16.5,37,False,False
primary_anywhere,16201,RN7SL786P,"RNA, 7SL, Cytoplasmic 786, Pseudogene",Pseudogene,16.5,34,False,False
primary_anywhere,16202,ENSG00000233547,Novel Transcript,RNA Gene,16.5,43,False,False
primary_anywhere,16203,ENSG00000251461,"Novel Transcript, Antisense To IGF2BP1",RNA Gene,16.5,43,False,False
primary_anywhere,16204,ENSG00000260196,Antisense To KCNJ11 And Overlapping To A Novel Gene,RNA Gene,16.5,43,False,False
primary_anywhere,16205,LOC124904116,Small Nucleolar RNA U13,RNA Gene,16.5,43,False,False
primary_anywhere,16206,ENSG00000250280,Novel Transcript,RNA Gene,16.5,42,False,False
primary_anywhere,16207,LOC124901037,Uncharacterized LOC124901037,RNA Gene,16.5,42,False,False
primary_anywhere,16208,ENSG00000251139,"Novel Transcript, Antisense To ACSL1",RNA Gene,16.5,41,False,False
primary_anywhere,16209,NUP133-DT,NUP133 Divergent Transcript,RNA Gene,16.5,41,False,False
primary_anywhere,16210,RPL35AP3,Ribosomal Protein L35a Pseudogene 3,Pseudogene,16.5,40,False,False
primary_anywhere,16211,ENSG00000238232,Novel Transcript,RNA Gene,16.5,38,False,False
primary_anywhere,16212,RPL34P26,Ribosomal Protein L34 Pseudogene 26,Pseudogene,16.5,37,False,False
primary_anywhere,16213,ENSG00000277945,"Novel Transcript, Sense Intronic To HMGA2",RNA Gene,16.5,36,False,False
primary_anywhere,16214,ENSG00000284762,Phosphodiesterase 8B,Protein Coding,16.5,34,False,False
primary_anywhere,16215,NPM1P47,Nucleophosmin 1 Pseudogene 47,Pseudogene,16.5,34,False,False
primary_anywhere,16216,CDHR18P,"Cadherin Related Family Member 18, Pseudogene",Pseudogene,16.5,33,False,False
primary_anywhere,16217,ENSG00000201412,Y RNA,RNA Gene,16.5,31,False,False
primary_anywhere,16218,SNRPGP16,Small Nuclear Ribonucleoprotein Polypeptide G Pseudogene 16,Pseudogene,16.5,30,False,False
primary_anywhere,16219,PRELID1P1,PRELID1 Pseudogene 1,Pseudogene,16.5,25,False,False
primary_anywhere,16220,ENSG00000285000,"Novel Protein, AGGF1-ZBED3-AS1 Readthrough",Protein Coding,16.5,23,False,False
primary_anywhere,16221,ENSG00000249138,Proteoglycan 3 (PRG3) Pseudogene,Pseudogene,16.5,14,False,False
primary_anywhere,16222,LINC01725,Long Intergenic Non-Protein Coding RNA 1725,RNA Gene,16.5,51,False,False
primary_anywhere,16223,LINC02428,Long Intergenic Non-Protein Coding RNA 2428,RNA Gene,16.5,50,False,False
primary_anywhere,16224,HMGA1P6,High Mobility Group AT-Hook 1 Pseudogene 6,Pseudogene,16.5,47,False,False
primary_anywhere,16225,URGCP-MRPS24,URGCP-MRPS24 Readthrough,Protein Coding,16.5,26,False,False
primary_anywhere,16226,DDX12B,DEAD/H-Box Helicase 12B (Pseudogene),Pseudogene,16.5,40,False,False
primary_anywhere,16227,CAPN1-AS1,CAPN1 Antisense RNA 1,RNA Gene,16.5,43,False,False
primary_anywhere,16228,ZNF826P,"Zinc Finger Protein 826, Pseudogene",Pseudogene,16.5,55,False,False
primary_anywhere,16229,MRPL51,Mitochondrial Ribosomal Protein L51,Protein Coding,16.5,59,False,True
primary_anywhere,16230,ENSG00000293910,"Novel Transcript, Antisense To PCSK6",RNA Gene,16.4,28,False,False
primary_anywhere,16231,OP794540,,RNA Gene,16.4,23,False,False
primary_anywhere,16232,LOC124903566,Uncharacterized LOC124903566,Protein Coding,16.4,9,False,False
primary_anywhere,16233,SLC38A4-AS1,SLC38A4 Antisense RNA 1,RNA Gene,16.4,53,False,False
primary_anywhere,16234,PTMAP5,Prothymosin Alpha Pseudogene 5,Pseudogene,16.4,44,False,False
primary_anywhere,16235,MIR4767,MicroRNA 4767,RNA Gene,16.4,50,False,False
primary_anywhere,16236,SERTAD4-AS1,SERTAD4 Antisense RNA 1,RNA Gene,16.4,52,False,False
primary_anywhere,16237,GARS1-DT,GARS1 Divergent Transcript,RNA Gene,16.4,51,False,False
primary_anywhere,16238,LINC01877,Long Intergenic Non-Protein Coding RNA 1877,RNA Gene,16.4,49,False,False
primary_anywhere,16239,LINC01994,Long Intergenic Non-Protein Coding RNA 1994,RNA Gene,16.4,49,False,False
primary_anywhere,16240,LINC02268,Long Intergenic Non-Protein Coding RNA 2268,RNA Gene,16.4,49,False,False
primary_anywhere,16241,LOC100507547,Uncharacterized LOC100507547,RNA Gene,16.4,48,False,False
primary_anywhere,16242,RPL32P3,Ribosomal Protein L32 Pseudogene 3,Pseudogene,16.4,47,False,False
primary_anywhere,16243,RASA4CP,"RAS P21 Protein Activator 4C, Pseudogene",Pseudogene,16.4,39,False,False
primary_anywhere,16244,LINC00938,Long Intergenic Non-Protein Coding RNA 938,RNA Gene,16.4,53,False,False
primary_anywhere,16245,KLHL7-DT,KLHL7 Divergent Transcript,RNA Gene,16.4,50,False,False
primary_anywhere,16246,ERICH2-DT,ERICH2 Divergent Transcript,RNA Gene,16.4,48,False,False
primary_anywhere,16247,UBA52P6,Ubiquitin A-52 Residue Ribosomal Protein Fusion Product 1 Pseudogene 6,Pseudogene,16.4,32,False,False
primary_anywhere,16248,ENSG00000307699,Novel Transcript,RNA Gene,16.4,43,False,False
primary_anywhere,16249,ENSG00000308322,"Novel Transcript, Antisense To CYB5D2",RNA Gene,16.4,40,False,False
primary_anywhere,16250,ENSG00000294779,"Novel Transcript, Antisense To HMG20A",RNA Gene,16.4,34,False,False
primary_anywhere,16251,ENSG00000303489,"Novel Transcript, Antisense To ADCY5",RNA Gene,16.4,34,False,False
primary_anywhere,16252,ENSG00000293820,Novel Transcript,RNA Gene,16.4,33,False,False
primary_anywhere,16253,ENSG00000302836,Novel Transcript,RNA Gene,16.4,33,False,False
primary_anywhere,16254,ENSG00000302698,Novel Transcript,RNA Gene,16.4,31,False,False
primary_anywhere,16255,YAP1P3,YAP1 Pseudogene 3,Pseudogene,16.4,30,False,False
primary_anywhere,16256,SNODBSNODB1817,,RNA Gene,16.4,27,False,False
primary_anywhere,16257,LNC-RNF6-4,,RNA Gene,16.4,27,False,False
primary_anywhere,16258,LNC-HMGA2-1,,RNA Gene,16.4,26,False,False
primary_anywhere,16259,LNC-LLPH-7,,RNA Gene,16.4,26,False,False
primary_anywhere,16260,CM034951-588,,RNA Gene,16.4,24,False,False
primary_anywhere,16261,CM034954-010,,RNA Gene,16.4,23,False,False
primary_anywhere,16262,CM034955-170,,RNA Gene,16.4,23,False,False
primary_anywhere,16263,CM034955-244,,RNA Gene,16.4,23,False,False
primary_anywhere,16264,HSALNG0116126,,RNA Gene,16.4,23,False,False
primary_anywhere,16265,RF00017-5562,,RNA Gene,16.4,23,False,False
primary_anywhere,16266,HSALNG0039045,,RNA Gene,16.4,22,False,False
primary_anywhere,16267,HSALNG0075242,,RNA Gene,16.4,22,False,False
primary_anywhere,16268,LNC-KCNJ11-1,,RNA Gene,16.4,22,False,False
primary_anywhere,16269,HSALNG0082949,,RNA Gene,16.4,21,False,False
primary_anywhere,16270,LOC124904020,Uncharacterized LOC124904020,RNA Gene,16.4,21,False,False
primary_anywhere,16271,MN298528,,RNA Gene,16.4,21,False,False
primary_anywhere,16272,RF00017-2900,,RNA Gene,16.4,21,False,False
primary_anywhere,16273,RF00017-4656,,RNA Gene,16.4,21,False,False
primary_anywhere,16274,LNC-LLPH-22,,RNA Gene,16.4,21,False,False
primary_anywhere,16275,PIR-57898,,RNA Gene,16.4,21,False,False
primary_anywhere,16276,HSALNG0097118,,RNA Gene,16.4,18,False,False
primary_anywhere,16277,PIR-48222-107,,RNA Gene,16.4,18,False,False
primary_anywhere,16278,HSALNG0092008,,RNA Gene,16.4,17,False,False
primary_anywhere,16279,HSALNG0107391,,RNA Gene,16.4,17,False,False
primary_anywhere,16280,RF00951-110,,RNA Gene,16.4,17,False,False
primary_anywhere,16281,PIR-48965-034,,RNA Gene,16.4,17,False,False
primary_anywhere,16282,HSALNG0113996,,RNA Gene,16.4,16,False,False
primary_anywhere,16283,RF00017-9623,,RNA Gene,16.4,16,False,False
primary_anywhere,16284,PIR-31534-262,,RNA Gene,16.4,16,False,False
primary_anywhere,16285,PIR-38051-124,,RNA Gene,16.4,16,False,False
primary_anywhere,16286,HSA-MIR-574_5P-015,,RNA Gene,16.4,15,False,False
primary_anywhere,16287,LOC124904379,Uncharacterized LOC124904379,Pseudogene,16.4,15,False,False
primary_anywhere,16288,DGAT2-DT,DGAT2 Divergent Transcript,RNA Gene,16.4,46,False,False
primary_anywhere,16289,ENSG00000261505,"Novel Transcript, Antisense To UBE2I",RNA Gene,16.4,43,False,False
primary_anywhere,16290,SCARNA11,Small Cajal Body-Specific RNA 11,RNA Gene,16.4,53,False,False
primary_anywhere,16291,LINC01816,Long Intergenic Non-Protein Coding RNA 1816,RNA Gene,16.4,50,False,False
primary_anywhere,16292,LINC01975,Long Intergenic Non-Protein Coding RNA 1975,RNA Gene,16.4,49,False,False
primary_anywhere,16293,LINC02608,Long Intergenic Non-Protein Coding RNA 2608,RNA Gene,16.4,49,False,False
primary_anywhere,16294,SNORD65B,"Small Nucleolar RNA, C/D Box 65B",RNA Gene,16.4,48,False,False
primary_anywhere,16295,SNORD65C,"Small Nucleolar RNA, C/D Box 65C",RNA Gene,16.4,46,False,False
primary_anywhere,16296,SMIM38,Small Integral Membrane Protein 38,Protein Coding,16.4,31,False,False
primary_anywhere,16297,LINC01273,Long Intergenic Non-Protein Coding RNA 1273,RNA Gene,16.4,51,False,False
primary_anywhere,16298,RNU2-3P,"RNA, U2 Small Nuclear 3, Pseudogene",Pseudogene,16.4,48,False,False
primary_anywhere,16299,EIF4BP3,Eukaryotic Translation Initiation Factor 4B Pseudogene 3,Pseudogene,16.4,44,False,False
primary_anywhere,16300,LOC124901298,Uncharacterized LOC124901298,RNA Gene,16.4,21,False,False
primary_anywhere,16301,TRABD-AS1,TRABD Antisense RNA 1,RNA Gene,16.4,46,False,False
primary_anywhere,16302,AIDAP3,AIDA Pseudogene 3,Pseudogene,16.4,31,False,False
primary_anywhere,16303,LOC105379311,Uncharacterized LOC105379311,RNA Gene,16.4,46,False,False
primary_anywhere,16304,BUD13-DT,BUD13 Divergent Transcript,RNA Gene,16.4,43,False,False
primary_anywhere,16305,ENSG00000228201,Novel Transcript,RNA Gene,16.4,43,False,False
primary_anywhere,16306,RNA5SP94,"RNA, 5S Ribosomal Pseudogene 94",Pseudogene,16.4,31,False,False
primary_anywhere,16307,SNORD121B,"Small Nucleolar RNA, C/D Box 121B",RNA Gene,16.4,50,False,False
primary_anywhere,16308,SNORD121A,"Small Nucleolar RNA, C/D Box 121A",RNA Gene,16.4,49,False,False
primary_anywhere,16309,CM034952-358,,RNA Gene,16.3,29,False,False
primary_anywhere,16310,CM034957-280,,RNA Gene,16.3,23,False,False
primary_anywhere,16311,LOC111674470,DNase I Hypersensitive Region 15.6 Kb Downstream Of CFTR,Functional Element,16.3,37,False,False
primary_anywhere,16312,HSALNG0049428,,RNA Gene,16.3,23,False,False
primary_anywhere,16313,RF00017-10571,,RNA Gene,16.3,21,False,False
primary_anywhere,16314,KRABD1,KRAB Domain Containing 1,Protein Coding,16.3,38,False,False
primary_anywhere,16315,GTF2I-AS1,GTF2I Antisense RNA 1,RNA Gene,16.3,51,False,False
primary_anywhere,16316,LINC01931,Long Intergenic Non-Protein Coding RNA 1931,RNA Gene,16.3,49,False,False
primary_anywhere,16317,SEPTIN9-DT,SEPTIN9 Divergent Transcript,RNA Gene,16.3,49,False,False
primary_anywhere,16318,STK24-AS1,STK24 Antisense RNA 1,RNA Gene,16.3,49,False,False
primary_anywhere,16319,LINC02453,Long Intergenic Non-Protein Coding RNA 2453,RNA Gene,16.3,48,False,False
primary_anywhere,16320,NREP-AS1,NREP Antisense RNA 1,RNA Gene,16.3,48,False,False
primary_anywhere,16321,UBE2L5,Ubiquitin Conjugating Enzyme E2 L5,Protein Coding,16.3,47,False,False
primary_anywhere,16322,RNU6-638P,"RNA, U6 Small Nuclear 638, Pseudogene",Pseudogene,16.3,37,False,False
primary_anywhere,16323,RN7SKP203,RN7SK Pseudogene 203,Pseudogene,16.3,36,False,False
primary_anywhere,16324,RPL12P27,Ribosomal Protein L12 Pseudogene 27,Pseudogene,16.3,36,False,False
primary_anywhere,16325,RN7SKP276,RN7SK Pseudogene 276,Pseudogene,16.3,33,False,False
primary_anywhere,16326,ENSG00000273192,"Novel Transcript, Antisense To ALG12",RNA Gene,16.3,43,False,False
primary_anywhere,16327,ENSG00000272836,"Novel Transcript, Antisense To SELO",RNA Gene,16.3,42,False,False
primary_anywhere,16328,LNC-RHL1,LncRNA Regulator Of Hepatic Lineages 1,RNA Gene,16.3,46,False,False
primary_anywhere,16329,LOC102723690,Uncharacterized LOC102723690,RNA Gene,16.3,43,False,False
primary_anywhere,16330,SNRPGP4,Small Nuclear Ribonucleoprotein Polypeptide G Pseudogene 4,Pseudogene,16.3,31,False,False
primary_anywhere,16331,ENSG00000229836,Novel HLA Class I Pseudogene Fragment,Pseudogene,16.3,20,False,False
primary_anywhere,16332,MIR4270,MicroRNA 4270,RNA Gene,16.3,49,False,False
primary_anywhere,16333,ACTG1P3,Actin Gamma 1 Pseudogene 3,Pseudogene,16.3,50,False,False
primary_anywhere,16334,GABARAPL1-AS1,GABARAPL1 Antisense RNA 1,RNA Gene,16.3,43,False,False
primary_anywhere,16335,C20ORF181,Chromosome 20 Putative Open Reading Frame 181,Uncategorized,16.3,44,False,False
primary_anywhere,16336,SLC14A2-AS1,SLC14A2 Antisense RNA 1,RNA Gene,16.3,43,False,False
primary_anywhere,16337,LOC112267902,Uncharacterized LOC112267902,RNA Gene,16.3,21,False,False
primary_anywhere,16338,RNU6-921P,"RNA, U6 Small Nuclear 921, Pseudogene",Pseudogene,16.3,38,False,False
primary_anywhere,16339,RPL12P40,Ribosomal Protein L12 Pseudogene 40,Pseudogene,16.3,37,False,False
primary_anywhere,16340,RN7SKP182,RN7SK Pseudogene 182,Pseudogene,16.3,31,False,False
primary_anywhere,16341,RN7SL643P,"RNA, 7SL, Cytoplasmic 643, Pseudogene",Pseudogene,16.3,31,False,False
primary_anywhere,16342,ENSG00000267629,"Novel Transcript, Readthrough Between TM6SF2 And HAPLN4",RNA Gene,16.3,18,False,False
primary_anywhere,16343,ENSG00000124593,Novel Protein,Protein Coding,16.3,16,False,False
primary_anywhere,16344,PRKXP1,PRKX Pseudogene 1,Pseudogene,16.3,50,False,False
primary_anywhere,16345,LINC03012,Long Intergenic Non-Protein Coding RNA 3012,RNA Gene,16.3,46,False,False
primary_anywhere,16346,NDUFB5P1,NADH:Ubiquinone Oxidoreductase Subunit B5 Pseudogene 1,Pseudogene,16.3,35,False,False
primary_anywhere,16347,LINC01519,Long Intergenic Non-Protein Coding RNA 1519,RNA Gene,16.3,49,False,False
primary_anywhere,16348,LOC284009,Uncharacterized LOC284009,RNA Gene,16.3,48,False,False
primary_anywhere,16349,LOC100630923,LOC100289561-PRKRIP1 Readthrough,RNA Gene,16.3,46,False,False
primary_anywhere,16350,OR13C9,Olfactory Receptor Family 13 Subfamily C Member 9,Protein Coding,16.3,45,False,False
primary_anywhere,16351,OR52B4,Olfactory Receptor Family 52 Subfamily B Member 4,Protein Coding,16.2,47,False,False
primary_anywhere,16352,LINC02395,Long Intergenic Non-Protein Coding RNA 2395,RNA Gene,16.2,50,False,False
primary_anywhere,16353,THOC7-AS1,THOC7 Antisense RNA 1,RNA Gene,16.2,46,False,False
primary_anywhere,16354,ENSG00000235070,Novel Transcript,RNA Gene,16.2,43,False,False
primary_anywhere,16355,ENSG00000265749,"Novel Transcript, Antisense To KRBA2 And RPL26",RNA Gene,16.2,43,False,False
primary_anywhere,16356,RELA-DT,RELA Divergent Transcript,RNA Gene,16.2,43,False,False
primary_anywhere,16357,ENSG00000259081,Novel Transcript,RNA Gene,16.2,42,False,False
primary_anywhere,16358,ENSG00000263321,Novel Transcript,RNA Gene,16.2,42,False,False
